,beta,average_estimate,estimate_at_average,correction,ppml_beta,paper,panel
0,-0.02856254502987027,-0.028564286497568304,-0.02856254502987027,-1.7414676980323633e-06,-0.11374270675345903,011,result_table_2_A1_1
1,0.4946169573316175,1.847791768258588,3.358896003190326,1.3531748109269703,0.36781596958760443,004,result_table_3_B_1
2,0.25004109732344854,0.24722776880740138,0.24498295875193227,-0.002813328516047161,0.08388994843383812,004,result_table_3_B_2
3,0.02217707233333536,0.03689444365979,0.04792087515485814,0.014717371326454641,0.018384070219717906,023,result_table_3_2
4,-0.09006253873006843,-0.07862482721726062,-0.01351479032924735,0.01143771151280782,-0.12281531290879617,014,result_table_5_2
5,0.08627059771522377,0.09832581708425848,0.07158714853585742,0.012055219369034715,0.05092030222085146,034,result_table_5_A_1
6,0.0641039769540518,0.2731966381943142,0.0796226707715177,0.20909266124026252,0.04819586236361699,034,result_table_5_B_1
7,-0.04918943649283831,-0.05668118367370946,-0.05007984003796358,-0.007491747180871151,-0.05040235972435762,036,result_table_4_5
8,0.07028808142609788,0.09621626372624521,0.2336479847318599,0.025928182300147345,0.016989969235362452,051,result_table_3_2
9,-0.0614392210128339,-0.0723441518567557,-0.9038808305093783,-0.010904930843921797,-0.05131388647537178,051,result_table_3_4
10,0.5800024573255996,0.6019021481397284,0.6692772903726723,0.02189969081412877,-0.13194190332822928,051,result_table_4_3
11,-4.899425809113789,-4.728899682809256,-4.899425809113789,0.018368141945538867,,055,result_table_1_A_1
12,0.16156540271923372,0.24456197114392422,0.31351430932804436,0.08299656842469048,0.07260643378442519,058,result_table_4_A_2
13,0.46236471098914156,0.7877411830570646,2.94963790808662,0.3253764720679231,,058,result_table_4_A_3
14,-0.03651476684945844,-0.04948152088322074,-0.0168966686812322,-0.012966754033762299,-0.07163123770245242,063,result_table_9_data_1
15,-0.02856152793645823,-0.04195509954953417,-0.03021387780147082,-0.01339357161307594,-0.04388264950169138,063,result_table_9_model_1
16,0.11618277300561586,0.011514703875277556,-0.20139029384772494,-0.10466806913033835,0.15000767062966136,080,result_table_4_beta_bond_p1
17,-0.18812632141740637,-0.134703998602711,-0.24453461112913558,0.053422322814695326,-0.18465569398888082,080,result_table_4_beta_bond_p2
18,-0.6703696780938561,-0.6693448389304582,-0.6681713947935266,0.001024839163397782,-0.664242450637882,079,result_table_3_A_4
19,-0.13290600239881845,-0.13269099942066984,-0.13283362676496613,0.00021500297814859765,-0.13253113366909397,079,result_table_9_A_5
20,-0.09615312447818569,-0.09222719897752928,-0.09650265009035072,0.003925925500656416,-0.040300309962427026,085,result_table_5_A_1
21,-0.05322234935360315,-0.008266041428308054,-0.05322234935360315,0.0449563079252951,-0.027310795849298235,085,result_table_5_A_2
22,-0.03047856791177163,-0.02944778040671527,-0.030229813020108777,0.0010307875050563561,-0.023176536548122864,085,result_table_5_A_3
23,0.15194552688818933,0.710903530407822,-0.25965308184283287,1.1290112710489826,-0.18904294993552231,035,result_table_3_7
24,0.01784596950433016,0.019718111691040773,0.01946570626979175,0.0018721421867106134,0.020259061467598836,095,result_table_1_A_1
25,0.020433157261103365,0.026362189410012164,0.021522673856727573,0.005929032148908796,0.024908682479626573,095,result_table_1_A_2
26,0.047026493451588956,0.0453348877229341,0.052063870688011125,-0.0016916057286548625,0.05437119521115377,095,result_table_1_A_3
27,-0.008279113038870068,0.053074160088043575,-0.13991536518626854,0.06135327312691364,-0.3212001801082565,096,result_table_1_3
28,0.009709678122002366,-0.013216804495433507,-0.3488078377911895,-0.02292648261743587,0.10088279931226478,096,result_table_1_6
29,0.02509723707783224,0.005169640823871876,-0.16352784786220267,-0.019927596253960362,0.043504154116534695,096,result_table_1_9
30,27.997927455133862,27.99790302500429,27.962663994413653,-2.4430129574168596e-05,17.721098285091134,099,result_table_5_4
31,1.1016372351040886,0.7757107743018894,1.1810354521590332,-0.3259264608021991,0.8842443810597164,110,result_table_2_A_3
32,1.4392302827551722,1.3018975228944358,0.9904463797031404,-0.13733275986073645,0.9503053285124677,110,result_table_2_A_6
33,0.8685763540032201,0.855802113469126,0.8610621543799979,-0.012774240534094207,0.7054370252257434,110,result_table_2_A_9
34,0.013728344082654676,0.0133051693310528,0.022940653103081875,-0.0004231747516018758,0.00854688514890641,111,result_table_2_1
