,beta,average_estimate,estimate_at_average,correction,ppml_beta,paper,panel
0,-0.02856254502987027,-0.028562545029870268,-0.028535509418236737,0.0,-0.11374270675345903,011,result_table_2_A1_1
1,0.02217707233333536,0.026846033207911957,0.025916087914655647,0.004668960874576597,0.018384070219717906,023,result_table_3_2
2,-0.09006253873006843,-0.1008697907542963,-0.09333297700352303,-0.010807252024227876,-0.12281531290879617,014,result_table_5_2
3,0.08627059771522377,0.08622959551239286,0.08575799110036751,-4.100220283090956e-05,0.05092030222085146,034,result_table_5_A_1
4,0.0641039769540518,0.06383651127665523,0.0651012824433567,-0.00026746567739659177,0.04819586236361699,034,result_table_5_B_1
5,-0.04918943649283831,-0.04920979352342556,-0.04970418194618998,-2.035703058725073e-05,-0.05040235972435762,036,result_table_4_5
6,0.07028808142609788,0.09320257991365315,0.14182338302507724,0.022914498487555283,0.016989969235362452,051,result_table_3_2
7,-0.0614392210128339,-0.0775056797215335,-0.09750829183094276,-0.01606645870869959,-0.05131388647537178,051,result_table_3_4
8,0.5800024573255996,0.5812703499154995,0.4695525153188911,0.0012678925898999566,-0.13194190332822928,051,result_table_4_3
9,-4.899425809113789,-4.715327162267409,-4.899425809113789,-0.021114523184758604,,055,result_table_1_A_1
10,0.16156540271923372,0.16845591965025988,0.16119121261899308,0.006890516931026161,0.07260643378442519,058,result_table_4_A_2
11,0.46236471098914156,0.23184920260140446,0.32516366173227773,-0.2305155083877371,,058,result_table_4_A_3
12,-0.03651476684945844,-0.0373323008127809,-0.03603673990735816,-0.0008175339633224614,-0.07163123770245242,063,result_table_9_data_1
13,-0.02856152793645823,-0.032304016831945635,-0.017744312870911362,-0.003742488895487406,-0.04388264950169138,063,result_table_9_model_1
14,0.11618277300561586,0.3376820322485347,0.18843112097969555,0.2214992592429188,0.15000767062966136,080,result_table_4_beta_bond_p1
15,-0.18812632141740637,-0.11386260656376687,-0.12258100308933495,0.07426371485363949,-0.18465569398888082,080,result_table_4_beta_bond_p2
16,-0.6703696780938561,-0.6711460271142253,-0.6714288438882631,-0.000776349020369308,-0.664242450637882,079,result_table_3_A_4
17,-0.13290600239881845,-0.13281258431454726,-0.13279503382296734,9.341808427118895e-05,-0.13253113366909397,079,result_table_9_A_5
18,-0.09615312447818569,-0.09615312447818569,-0.09615312447818569,0.0,-0.040300309962427026,085,result_table_5_A_1
19,-0.05322234935360315,-0.053222049778157615,-0.053222319815927184,2.995754455311447e-07,-0.027310795849298235,085,result_table_5_A_2
20,-0.03047856791177163,-0.03047856791177161,-0.03047856791177163,0.0,-0.023176536548122864,085,result_table_5_A_3
21,0.15194552688818933,0.1442722836912533,0.14442911656129942,-0.01710150135537012,-0.18904294993552231,035,result_table_3_7
22,0.01784596950433016,0.018595264330213905,0.01849452463248653,0.0007492948258837391,0.020259061467598836,095,result_table_1_A_1
23,0.020433157261103365,0.020566499396278616,0.020457698993359027,0.00013334213517525077,0.024908682479626573,095,result_table_1_A_2
24,0.047026493451588956,0.046049278941494756,0.04677998399074393,-0.000977214510094199,0.05437119521115377,095,result_table_1_A_3
25,-0.008279113038870068,-0.03989176003560909,-0.05166569747072926,-0.031612646996739026,-0.3212001801082565,096,result_table_1_3
26,0.009709678122002366,-0.0678275874285605,-0.13939239342360027,-0.07753726555056285,0.10088279931226478,096,result_table_1_6
27,0.02509723707783224,0.017619370857650498,0.027600130791656224,-0.007477866220181741,0.043504154116534695,096,result_table_1_9
28,27.997927455133862,27.99867500704946,27.99879260180771,0.00074755191559414,17.721098285091134,099,result_table_5_4
29,1.1016372351040886,1.1002469233760213,1.038583287294546,-0.0013903117280673774,0.8842443810597164,110,result_table_2_A_3
30,1.4392302827551722,1.4414746318989824,1.4541488696109859,0.002244349143810071,0.9503053285124677,110,result_table_2_A_6
31,0.8685763540032201,0.8719412390192153,0.8855193603778404,0.0033648850159951962,0.7054370252257434,110,result_table_2_A_9
32,0.013728344082654676,0.013728380352656349,0.013728344082654676,3.627000167488882e-08,0.00854688514890641,111,result_table_2_1
